"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Growth Habit","Native Status"
"TACA17","TAGL4","TAGL4","Tabebuia glomerata",NA,NA,NA
"TADO2",NA,"TADO2","Tabebuia donnell-smithii","primavera","Tree","PR(I)"
"TADO2","CYDO4","CYDO4","Cybistax donnell-smithii",NA,NA,NA
"TADO2","RODO","RODO","Roseodendron donnell-smithii",NA,NA,NA
"TAHE",NA,"TAHE","Tabebuia heterophylla","white cedar","Tree, Shrub","L48(N)PR(N)VI(N)"
"TAHE","TAHEP","TAHEP","Tabebuia heterophylla ssp. pallida",NA,NA,NA
"TAHE","TALU","TALU","Tabebuia lucida",NA,NA,NA
"TAHE","TAPA10","TAPA10","Tabebuia pallida",NA,NA,NA
"TAHE","TAPE4","TAPE4","Tabebuia pentaphylla",NA,NA,NA
"TAHE","TATR3","TATR3","Tabebuia triphylla",NA,NA,NA
"TABER",NA,"TABER","Tabernaemontana","milkwood",NA,"L48(I)"
"TACI",NA,"TACI","Tabernaemontana citrifolia","milkwood","Tree, Shrub","PR(N)"
"TACI","TAOP","TAOP","Tabernaemontana oppositifolia",NA,NA,NA
"TADI5",NA,"TADI5","Tabernaemontana divaricata","pinwheelflower","Tree, Shrub","L48(I)PR(I)"
"TADI5","ERCO29","ERCO29","Ervatamia coronaria",NA,NA,NA
"TADI5","TACO2","TACO2","Tabernaemontana coronaria",NA,NA,NA
"TACCA",NA,"TACCA","Tacca","tacca",NA,NA
"TALE2",NA,"TALE2","Tacca leontopetaloides","batflower","Forb/herb","L48(N)HI(I)"
"TALE2","TAIN4","TAIN4","Tacca involucrata",NA,NA,NA
"TALE2","TAPI","TAPI","Tacca pinnatifida",NA,NA,NA
"TAENI2",NA,"TAENI2","Taeniatherum","medusahead",NA,"L48(I)"
"TACA8",NA,"TACA8","Taeniatherum caput-medusae","medusahead","Graminoid","L48(I)"
"TACA8","ELCA13","ELCA13","Elymus caput-medusae",NA,NA,NA
"TACA8","TAAS2","TAAS2","Taeniatherum asperum",NA,NA,NA
"TACAC",NA,"TACAC","Taeniatherum caput-medusae ssp. crinitum",NA,"Graminoid",NA
"TACAC","ELCR6","ELCR6","Elymus crinitus",NA,NA,NA
"TAENI",NA,"TAENI","Taenidia","taenidia",NA,"L48(N)CAN(N)"
"TAMO",NA,"TAMO","Taenidia montana","mountain pimpernel","Forb/herb","L48(N)"
"TAMO","PSMO2","PSMO2","Pseudotaenidia montana",NA,NA,NA
"TAENI3",NA,"TAENI3","Taeniophyllum","taeniophyllum",NA,NA
"TAENI4",NA,"TAENI4","Taenitis","ribbon fern",NA,NA
"TAGET",NA,"TAGET","Tagetes","marigold",NA,"L48(I,N)CAN(I,W)"
"TAER",NA,"TAER","Tagetes erecta","Aztec marigold","Forb/herb","L48(I)PR(I)VI(I)CAN(W)"
"TAER","TAMA2","TAMA2","Tagetes major",NA,NA,NA
"TALE",NA,"TALE","Tagetes lemmonii","Lemmon's marigold","Subshrub","L48(N)"
"TALE","TAAL2","TAAL2","Tagetes alamensis",NA,NA,NA
"TALE","TAPA11","TAPA11","Tagetes palmeri",NA,NA,NA
"TAMI",NA,"TAMI","Tagetes micrantha","licorice marigold","Forb/herb","L48(N)"
"TAMI","TAFR2","TAFR2","Tagetes fragrantissima",NA,NA,NA
"TAMI3",NA,"TAMI3","Tagetes minuta","muster John Henry","Forb/herb","L48(I)HI(I)CAN(I)"
"TAMI3","TABO2","TABO2","Tagetes bonariensis",NA,NA,NA
"TAMI3","TAGL2","TAGL2","Tagetes glandulifera",NA,NA,NA
"TAMI3","TAGL3","TAGL3","Tagetes glandulosa",NA,NA,NA
"TAMI3","TAPO2","TAPO2","Tagetes porophylla",NA,NA,NA
"TAPA",NA,"TAPA","Tagetes patula","French marigold","Forb/herb","L48(I)PR(I)"
"TAPA","TACO4","TACO4","Tagetes corymbosa",NA,NA,NA
"TAPA","TARE3","TARE3","Tagetes remotiflora",NA,NA,NA
"TAPA","TASI3","TASI3","Tagetes signata",NA,NA,NA
"TAPA","TATE4","TATE4","Tagetes tenuifolia",NA,NA,NA
"TAKAK",NA,"TAKAK","Takakia","Takakia","Nonvascular","NA(N)"
"TALIN",NA,"TALIN","Talinopsis","talinopsis",NA,"L48(N)"
"TALIN2",NA,"TALIN2","Talinum","fameflower",NA,"L48(I,N)"
"TAPA2",NA,"TAPA2","Talinum paniculatum","jewels of Opar","Subshrub, Forb/herb","L48(N)HI(I)PR(N)VI(N)"
"TAPA2","POPA21","POPA21","Portulaca paniculata",NA,NA,NA
"TAPA2","TACH","TACH","Talinum chrysanthum",NA,NA,NA
"TAPA2","TARE2","TARE2","Talinum reflexum",NA,NA,NA
"TAPA2","TASP6","TASP6","Talinum spathulatum",NA,NA,NA
"TATR2",NA,"TATR2","Talinum triangulare","Ceylon spinach","Subshrub, Forb/herb","L48(I)HI(I)PR(N)VI(N)"
"TATR2","TAFR4","TAFR4","Talinum fruticosum",NA,NA,NA
"TALIS2",NA,"TALIS2","Talisia",NA,NA,NA
"TAMAR",NA,"TAMAR","Tamarindus","tamarind",NA,"L48(I)"
"TAMAR2",NA,"TAMAR2","Tamarix","tamarisk",NA,"L48(I)"
"TAAP",NA,"TAAP","Tamarix aphylla","Athel tamarisk","Tree, Shrub","L48(I)PR(I)"
"TAAP","TAAR3","TAAR3","Tamarix articulata",NA,NA,NA
"TACH2",NA,"TACH2","Tamarix chinensis","five-stamen tamarisk","Tree, Shrub","L48(I)"
"TACH2","TAJU","TAJU","Tamarix juniperina",NA,NA,NA
"TACH2","TAPE","TAPE","Tamarix pentandra",NA,NA,NA
"TAPA4",NA,"TAPA4","Tamarix parviflora","smallflower tamarisk","Shrub, Tree","L48(I)"
"TAPA4","TATE5","TATE5","Tamarix tetrandra",NA,NA,NA
"TAMAU2",NA,"TAMAU2","Tamaulipa","boneset",NA,"L48(N)"
"TAAZ",NA,"TAAZ","Tamaulipa azurea","blue boneset","Vine, Shrub","L48(N)"
"TAAZ","EUAZ","EUAZ","Eupatorium azureum",NA,NA,NA
"TAMON",NA,"TAMON","Tamonea","tamonea",NA,NA
"TABO",NA,"TABO","Tamonea boxiana","crow broom","Shrub","PR(I)"
"TABO","GHBO","GHBO","Ghinia boxiana",NA,NA,NA
"TABO","GHSP","GHSP","Ghinia spinosa",NA,NA,NA
"TABO","TASP5","TASP5","Tamonea spicata",NA,NA,NA
"TANAC",NA,"TANAC","Tanacetum","tansy",NA,"L48(I,N)CAN(I,N)SPM(I)"
"TABA",NA,"TABA","Tanacetum balsamita","costmary","Forb/herb","L48(I)CAN(I)"
"TABA","BAMA8","BAMA8","Balsamita major",NA,NA,NA
"TABA","CHBA6","CHBA6","Chrysanthemum balsamita",NA,NA,NA
"TABA","PYMA2","PYMA2","Pyrethrum majus",NA,NA,NA
"TABIB",NA,"TABIB","Tanacetum bipinnatum ssp. bipinnatum","Lake Huron tansy","Forb/herb","AK(N)CAN(N)NA(N)"
"TABIB","CHBI4","CHBI4","Chrysanthemum bipinnatum",NA,NA,NA
"TABIH",NA,"TABIH","Tanacetum bipinnatum ssp. huronense","Lake Huron tansy","Forb/herb","L48(N)AK(N)CAN(N)"
"TABIH","CHBIH","CHBIH","Chrysanthemum bipinnatum ssp. huronense",NA,NA,NA
"TABIH","TAHU","TAHU","Tanacetum huronense",NA,NA,NA
"TACA2",NA,"TACA2","Tanacetum camphoratum","camphor tansy","Forb/herb","L48(N)"
"TACA2","TADO","TADO","Tanacetum douglasii",NA,NA,NA
"TACO6",NA,"TACO6","Tanacetum coccineum","pyrethum daisy","Forb/herb","L48(I)"
"TACO6","CHCO14","CHCO14","Chrysanthemum coccineum",NA,NA,NA
"TACO6","CHRO7","CHRO7","Chrysanthemum roseum",NA,NA,NA
"TACO5",NA,"TACO5","Tanacetum corymbosum","corymbflower tansy","Forb/herb","L48(I)"
"TACO5","CHCO26","CHCO26","Chrysanthemum corymbosum",NA,NA,NA
"TAPA6",NA,"TAPA6","Tanacetum parthenium","feverfew","Forb/herb","L48(I)HI(I)CAN(I)"
"TAPA6","CHPA33","CHPA33","Chrysanthemum parthenium",NA,NA,NA
"TAPA6","MAPA18","MAPA18","Matricaria parthenium",NA,NA,NA
"TAVU",NA,"TAVU","Tanacetum vulgare","common tansy","Forb/herb","L48(I)AK(I)HI(I)CAN(I)SPM(I)"
"TAVU","CHVU3","CHVU3","Chrysanthemum vulgare",NA,NA,NA
"TAVU","TABO4","TABO4","Tanacetum boreale",NA,NA,NA
"TAPEI",NA,"TAPEI","Tapeinidium",NA,NA,NA
"TAPEL",NA,"TAPEL","Tapellaria","tapellaria lichen",NA,"NA(N)"
"TABI2",NA,"TABI2","Tapellaria bilimbioides","tapellaria lichen","Lichenous","NA(N)"
"TAEP",NA,"TAEP","Tapellaria epiphylla","tapellaria lichen","Lichenous","NA(N)"
"TAEP","LOPH","LOPH","Lopadium phyllocharis",NA,NA,NA
"TANA2",NA,"TANA2","Tapellaria nana","tapellaria lichen","Lichenous","NA(N)"
"TARAL",NA,"TARAL","Taralea","taralea",NA,NA
"TAOP2",NA,"TAOP2","Taralea oppositifolia","opposite taralea",NA,NA
"TAOP2","DIOP2","DIOP2","Dipteryx oppositifolia",NA,NA,NA
"TARAX",NA,"TARAX","Taraxacum","dandelion",NA,"L48(I,N)CAN(I,N)GL(I,N)SPM(I)"
"TAER2",NA,"TAER2","Taraxacum eriophorum","woolbearing dandelion","Forb/herb","L48(N)AK(N)"
"TAER2","TAOL","TAOL","Taraxacum olympicum",NA,NA,NA
"TALA2",NA,"TALA2","Taraxacum laevigatum","rock dandelion","Forb/herb","L48(I)AK(I)HI(I)CAN(I)"
"TALA2","LEER2","LEER2","Leontodon erythrospermum",NA,NA,NA
"TALA2","TADI7","TADI7","Taraxacum disseminatum",NA,NA,NA
"TALA2","TAER3","TAER3","Taraxacum erythrospermum",NA,NA,NA
"TALA2","TALA8","TALA8","Taraxacum lacistophyllum",NA,NA,NA
"TALA2","TASC","TASC","Taraxacum scanicum",NA,NA,NA
"TALY",NA,"TALY","Taraxacum lyratum","harp dandelion","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"TALY","TAKA","TAKA","Taraxacum kamtschaticum",NA,NA,NA
"TALY","TASC3","TASC3","Taraxacum scopulorum",NA,NA,NA
"TALY","TASI2","TASI2","Taraxacum sibiricum",NA,NA,NA
"TAOFC",NA,"TAOFC","Taraxacum officinale ssp. ceratophorum","common dandelion","Forb/herb","L48(N)AK(N)CAN(N)GL(N)"
"TAOFC","TAAM2","TAAM2","Taraxacum ambigens",NA,NA,NA
"TAOFC","TAAM3","TAAM3","Taraxacum amphiphron",NA,NA,NA
"TAOFC","TAAR4","TAAR4","Taraxacum arctogenum",NA,NA,NA
"TAOFC","TABR4","TABR4","Taraxacum brachyceras",NA,NA,NA
"TAOFC","TACA10","TACA10","Taraxacum carthamopsis",NA,NA,NA
"TAOFC","TACE","TACE","Taraxacum ceratophorum",NA,NA,NA
"TAOFC","TADU","TADU","Taraxacum dumetorum",NA,NA,NA
"TAOFC","TAEU","TAEU","Taraxacum eurylepium",NA,NA,NA
"TAOFC","TAHY2","TAHY2","Taraxacum hyperboreum",NA,NA,NA
"TAOFC","TAIN3","TAIN3","Taraxacum integratum",NA,NA,NA
"TAOFC","TALA","TALA","Taraxacum lacerum",NA,NA,NA
"TAOFC","TALA4","TALA4","Taraxacum lapponicum",NA,NA,NA
"TAOFC","TALA6","TALA6","Taraxacum laurentianum",NA,NA,NA
"TAOFC","TALA7","TALA7","Taraxacum latispinulosum",NA,NA,NA
"TAOFC","TALO2","TALO2","Taraxacum longii",NA,NA,NA
"TAOFC","TAMA5","TAMA5","Taraxacum malteanum",NA,NA,NA
"TAOFC","TAMA6","TAMA6","Taraxacum maurolepium",NA,NA,NA
"TAOFC","TAMI4","TAMI4","Taraxacum mitratum",NA,NA,NA
"TAOFC","TAMU2","TAMU2","Taraxacum multesimum",NA,NA,NA
"TAOFC","TANA","TANA","Taraxacum naevosum",NA,NA,NA
"TAOFC","TAOV","TAOV","Taraxacum ovinum",NA,NA,NA
"TAOFC","TAPA7","TAPA7","Taraxacum paucisquamosum",NA,NA,NA
"TAOFC","TAPE3","TAPE3","Taraxacum pellianum",NA,NA,NA
"TAOFC","TAPS","TAPS","Taraxacum pseudonorvegicum",NA,NA,NA
"TAOFC","TAPU2","TAPU2","Taraxacum purpuridens",NA,NA,NA
"TAOFC","TATO","TATO","Taraxacum torngatense",NA,NA,NA
"TAOFC","TATR","TATR","Taraxacum trigonolobum",NA,NA,NA
"TAOFC","TAUM","TAUM","Taraxacum umbrinum",NA,NA,NA
"TAOFO",NA,"TAOFO","Taraxacum officinale ssp. officinale","common dandelion","Forb/herb","L48(I)AK(I)HI(I)PR(I)CAN(I)GL(I)SPM(I)"
"TAOFO","LELA13","LELA13","Leontodon latiloba",NA,NA,NA
"TAOFO","LETA2","LETA2","Leontodon taraxacum",NA,NA,NA
"TAOFO","TAAT","TAAT","Taraxacum atroglaucum",NA,NA,NA
"TAOFO","TACA11","TACA11","Taraxacum campylodes",NA,NA,NA
"TAOFO","TACR","TACR","Taraxacum croceum",NA,NA,NA
"TAOFO","TACU2","TACU2","Taraxacum curvidens",NA,NA,NA
"TAOFO","TACY","TACY","Taraxacum cyclocentrum",NA,NA,NA
"TAOFO","TADA","TADA","Taraxacum dahlstedtii",NA,NA,NA
"TAOFO","TADA2","TADA2","Taraxacum davidssonii",NA,NA,NA
"TAOFO","TADE","TADE","Taraxacum devians",NA,NA,NA
"TAOFO","TADI4","TADI4","Taraxacum dilutisquameum",NA,NA,NA
"TAOFO","TAFI","TAFI","Taraxacum firmum",NA,NA,NA
"TAOFO","TAIS","TAIS","Taraxacum islandiciforme",NA,NA,NA
"TAOFO","TAKO80","TAKO80","Taraxacum kok-saghyz",NA,NA,NA
"TAOFO","TALA5","TALA5","Taraxacum latilobum",NA,NA,NA
"TAOFO","TAOFV","TAOFV","Taraxacum officinale ssp. vulgare",NA,NA,NA
"TAOFO","TAPL","TAPL","Taraxacum pleniflorum",NA,NA,NA
"TAOFO","TARE","TARE","Taraxacum retroflexum",NA,NA,NA
"TAOFO","TARH","TARH","Taraxacum rhodolepis",NA,NA,NA
"TAOFO","TAUN","TAUN","Taraxacum undulatum",NA,NA,NA
"TAOFO","TAVA2","TAVA2","Taraxacum vagans",NA,NA,NA
"TAOFO","TAVU2","TAVU2","Taraxacum vulgare",NA,NA,NA
"TAOFO","TAXA","TAXA","Taraxacum xanthostigma",NA,NA,NA
"TAPA9",NA,"TAPA9","Taraxacum palustre","marsh dandelion","Forb/herb","L48(I)CAN(I)"
"TAPA9","TATU","TATU","Taraxacum turfosum",NA,NA,NA
"TAPH",NA,"TAPH","Taraxacum phymatocarpum","northern dandelion","Forb/herb","AK(N)CAN(N)GL(N)NA(N)"
"TAPH","TAAL","TAAL","Taraxacum alaskanum",NA,NA,NA
"TAPH","TAAR5","TAAR5","Taraxacum arcticum",NA,NA,NA
"TAPH","TAHY","TAHY","Taraxacum hyparcticum",NA,NA,NA
"TAPH","TALA3","TALA3","Taraxacum lateritium",NA,NA,NA
"TAPH","TAMA3","TAMA3","Taraxacum mackenziense",NA,NA,NA
"TAPH","TAPU3","TAPU3","Taraxacum pumilum",NA,NA,NA
"TAREN",NA,"TAREN","Tarenna",NA,NA,NA
"TARGI",NA,"TARGI","Targionia",NA,NA,"NA(N)"
"TAUSC",NA,"TAUSC","Tauschia","umbrellawort",NA,"L48(N)"
"TAST",NA,"TAST","Tauschia stricklandii","Strickland's umbrellawort","Forb/herb","L48(N)"
"TAST","HEST6","HEST6","Hesperogenia stricklandii",NA,NA,NA
"TATE3",NA,"TATE3","Tauschia tenuissima","Leiberg's umbrellawort","Forb/herb","L48(N)"
"TATE3","LEOR3","LEOR3","Leibergia orogenioides",NA,NA,NA
"TATE3","LOOR5","LOOR5","Lomatium orogenioides",NA,NA,NA
"TAXIL",NA,"TAXIL","Taxilejeunea",NA,NA,"NA(N)"
"TAXIP",NA,"TAXIP","Taxiphyllum","taxiphyllum moss",NA,"NA(N)"
"TACU3",NA,"TACU3","Taxiphyllum cuspidifolium","toothleaf taxiphyllum moss","Nonvascular","NA(N)"
"TACU3","ISCU2","ISCU2","Isopterygium cuspidifolium",NA,NA,NA
"TACU3","PLMA11","PLMA11","Plagiothecium mariannae",NA,NA,NA
"TACU3","TAMA7","TAMA7","Taxiphyllum mariannae",NA,NA,NA
"TACU3","TASQ","TASQ","Taxiphyllum squamatum",NA,NA,NA
"TADE2",NA,"TADE2","Taxiphyllum deplanatum","taxiphyllum moss","Nonvascular","NA(N)"
"TADE2","PLDE3","PLDE3","Plagiothecium deplanatum",NA,NA,NA
"TATA",NA,"TATA","Taxiphyllum taxirameum","taxiphyllum moss","Nonvascular","NA(N)"
"TATA","PLGE3","PLGE3","Plagiothecium geophilum",NA,NA,NA
"TATA","PLPL2","PLPL2","Plagiothecium planissimum",NA,NA,NA
"TATA","TAGE","TAGE","Taxiphyllum geophilum",NA,NA,NA
"TATA","TAPL3","TAPL3","Taxiphyllum planissimum",NA,NA,NA
"TAXIT",NA,"TAXIT","Taxithelium","taxithelium moss",NA,"NA(N)"
"TAXOD",NA,"TAXOD","Taxodium","bald cypress",NA,"L48(N)"
"TAXUS",NA,"TAXUS","Taxus","yew",NA,"L48(I,N)CAN(N)SPM(N)"
"TAFL",NA,"TAFL","Taxus floridana","Florida yew","Tree","L48(N)"
"TAFL","TACAF","TACAF","Taxus canadensis ssp. floridana",NA,NA,NA
"TAYLO",NA,"TAYLO","Tayloria","tayloria dung moss",NA,"NA(N)"
"TAHO70",NA,"TAHO70","Tayloria hornschuchii","Hornschuch's dung moss","Nonvascular","NA(N)"
"TAHO70","TAHO4","TAHO4","Tayloria hornschuchiana",NA,NA,NA
"TASE3",NA,"TASE3","Tayloria serrata","serrate dung moss","Nonvascular","NA(N)"
"TASE3","TATE6","TATE6","Tayloria tenuis",NA,NA,NA
"TECOM",NA,"TECOM","Tecoma","trumpetbush",NA,"L48(I,N)"
"TECA8",NA,"TECA8","Tecoma capensis","Cape honeysuckle","Vine, Shrub","L48(I)PR(I)"
"TECA8","BICA5","BICA5","Bignonia capensis",NA,NA,NA
"TECA8","TECA80","TECA80","Tecomaria capensis",NA,NA,NA
"TECA9",NA,"TECA9","Tecoma castanifolia","chestnutleaf trumpetbush","Shrub, Tree","HI(I)"
"TECA9","TEGA2","TEGA2","Tecoma gaudichaudii",NA,NA,NA
"TEST",NA,"TEST","Tecoma stans","yellow trumpetbush","Shrub, Tree","L48(N)HI(I)PR(N)VI(N)"
"TEST","BIST2","BIST2","Bignonia stans",NA,NA,NA
"TEST","STST19","STST19","Stenolobium stans",NA,NA,NA
"TECOM2",NA,"TECOM2","Tecomanthe","tecomanthe",NA,NA
"TECTA",NA,"TECTA","Tectaria","halberd fern",NA,"L48(I,N)"
"TEFI3",NA,"TEFI3","Tectaria fimbriata","least halberd fern","Forb/herb","L48(N)PR(N)"
"TEFI3","TELO","TELO","Tectaria lobata",NA,NA,NA
"TEFI3","TEMI2","TEMI2","Tectaria minima",NA,NA,NA
"TEIN",NA,"TEIN","Tectaria incisa","incised halberd fern","Forb/herb","L48(I)HI(I)PR(N)"
"TEIN","TEMA","TEMA","Tectaria martinicensis",NA,NA,NA
"TECTO",NA,"TECTO","Tectona","tectona",NA,NA
"TEESD",NA,"TEESD","Teesdalia","shepardscress",NA,"L48(I)CAN(I)"
"TECO7",NA,"TECO7","Teesdalia coronopifolia","lesser shepherdscress","Forb/herb","L48(I)"
"TECO7","THCO8","THCO8","Thlaspi coronopifolia",NA,NA,NA
"TENU",NA,"TENU","Teesdalia nudicaulis","barestem teesdalia","Forb/herb","L48(I)CAN(I)"
"TENU","IBNU","IBNU","Iberis nudicaulis",NA,NA,NA
"TELAR",NA,"TELAR","Telaranea",NA,NA,"NA(N)"
"TELES2",NA,"TELES2","Telesonix","brookfoam",NA,"L48(N)CAN(N)"
"TEHE5",NA,"TEHE5","Telesonix heucheriformis","alumroot brookfoam","Forb/herb","L48(N)CAN(N)"
"TEHE5","BOHE3","BOHE3","Boykinia heucheriformis",NA,NA,NA
"TEJA",NA,"TEJA","Telesonix jamesii","James' telesonix","Forb/herb","L48(N)"
"TEJA","BOJA","BOJA","Boykinia jamesii",NA,NA,NA
"TEJA","SAJA5","SAJA5","Saxifraga jamesii",NA,NA,NA
"TELFA",NA,"TELFA","Telfairia","telfairia",NA,NA
"TELIO",NA,"TELIO","Teliostachya","teliostachya",NA,NA
"TEAL",NA,"TEAL","Teliostachya alopecuroidea","pata de gallina","Forb/herb","PR(N)"
"TEAL","LEAL9","LEAL9","Lepidagathis alopecuroidea",NA,NA,NA
"TEAL","RUAL15","RUAL15","Ruellia alopecuroidea",NA,NA,NA
"TELLI",NA,"TELLI","Tellima","tellima",NA,"L48(N)CAN(N)"
"TEGR2",NA,"TEGR2","Tellima grandiflora","bigflower tellima","Forb/herb","L48(N)AK(N)CAN(N)"
"TEGR2","TEOD","TEOD","Tellima odorata",NA,NA,NA
"TELOS",NA,"TELOS","Teloschistes","teloschistes lichen",NA,"NA(N)"
"TEAR6",NA,"TEAR6","Teloschistes arcticus","arctic teloschistes lichen","Lichenous","NA(N)"
"TECA17",NA,"TECA17","Teloschistes californicus",NA,"Lichenous","NA(N)"
"TECA17","TEVI5","TEVI5","Teloschistes villosus",NA,NA,NA
"TECH2",NA,"TECH2","Teloschistes chrysophthalmus","teloschistes lichen","Lichenous","NA(N)"
"TECO8",NA,"TECO8","Teloschistes contortuplicatus","teloschistes lichen","Lichenous","NA(N)"
"TEEX2",NA,"TEEX2","Teloschistes exilis","teloschistes lichen","Lichenous","NA(N)"
"TEFL4",NA,"TEFL4","Teloschistes flavicans","teloschistes lichen","Lichenous","NA(N)"
"TELOS2",NA,"TELOS2","Telosma","telosma",NA,NA
"TEAF2",NA,"TEAF2","Telosma africana","African telosma",NA,NA
"TEAF2","PEAF2","PEAF2","Pergularia africana",NA,NA,NA
"TEPHR2",NA,"TEPHR2","Tephromela","tephromela lichen",NA,"NA(N)"
"TEAG60",NA,"TEAG60","Tephromela aglaea","tephromela lichen","Lichenous","NA(N)"
"TEAG60","LEAG2","LEAG2","Lecidea aglaea",NA,NA,NA
"TEAG2",NA,"TEAG2","Tephromela aglaeida",NA,"Lichenous","NA(N)"
"TEAG2","LEAG3","LEAG3","Lecidea aglaeida",NA,NA,NA
"TEAR60",NA,"TEAR60","Tephromela armeniaca","Armenia tephromela lichen","Lichenous","NA(N)"
"TEAR60","LEAR23","LEAR23","Lecidea armeniaca",NA,NA,NA
"TEAT60",NA,"TEAT60","Tephromela atra","tephromela lichen","Lichenous","NA(N)"
"TEAT60","LEAT7","LEAT7","Lecanora atra",NA,NA,NA
"TETE7",NA,"TETE7","Tephromela testaceoatra","tephromela lichen","Lichenous","NA(N)"
"TETE7","LEAR21","LEAR21","Lecidea arctogena",NA,NA,NA
"TEPHR3",NA,"TEPHR3","Tephroseris","groundsel",NA,"L48(N)CAN(N)"
"TEATA",NA,"TEATA","Tephroseris atropurpurea ssp. atropurpurea","arctic groundsel","Forb/herb","AK(N)"
"TEATA","SEAT2","SEAT2","Senecio atropurpureus",NA,NA,NA
"TEATA","TEINA","TEINA","Tephroseris integrifolia ssp. atropurpurea",NA,NA,NA
"TEATF2",NA,"TEATF2","Tephroseris atropurpurea ssp. frigida","arctic groundsel","Forb/herb","AK(N)CAN(N)NA(N)"
"TEATF2","SEATF2","SEATF2","Senecio atropurpureus ssp. frigidus",NA,NA,NA
"TEATF2","SEFR6","SEFR6","Senecio frigidus",NA,NA,NA
"TEATF2","TEFR2","TEFR2","Tephroseris frigida",NA,NA,NA
"TEKJ",NA,"TEKJ","Tephroseris kjellmanii","Kjellman's groundsel","Forb/herb","AK(N)CAN(N)NA(N)"
"TEKJ","SEATT","SEATT","Senecio atropurpureus ssp. tomentosus",NA,NA,NA
"TEKJ","SEKJ","SEKJ","Senecio kjellmanii",NA,NA,NA
"TEKJ","SETI","SETI","Senecio tichomirovii",NA,NA,NA
"TEKJ","TEATT","TEATT","Tephroseris atropurpurea ssp. tomentosa",NA,NA,NA
"TELI6",NA,"TELI6","Tephroseris lindstroemii","fuscate groundsel","Forb/herb","L48(N)AK(N)CAN(N)"
"TELI6","SEBI10","SEBI10","Senecio bivestitus",NA,NA,NA
"TELI6","SEFU","SEFU","Senecio fuscatus",NA,NA,NA
"TELI6","SELI6","SELI6","Senecio lindstroemii",NA,NA,NA
"TELI6","SETU","SETU","Senecio tundricola",NA,NA,NA
"TEYU",NA,"TEYU","Tephroseris yukonensis","Yukon groundsel","Forb/herb","AK(N)CAN(N)NA(N)"
"TEYU","SEAL12","SEAL12","Senecio alaskanus",NA,NA,NA
"TEYU","SEYU","SEYU","Senecio yukonensis",NA,NA,NA
"TEPHR",NA,"TEPHR","Tephrosia","hoarypea",NA,"L48(I,N)CAN(N)"
"TEFL2",NA,"TEFL2","Tephrosia ×floridana","hoarypea","Forb/herb","L48(N)"
"TEFL2","CRFL15","CRFL15","Cracca floridana",NA,NA,NA
"TEFL2","CRIN12","CRIN12","Cracca intermedia",NA,NA,NA
"TEFL2","CRSM","CRSM","Cracca smallii",NA,NA,NA
"TEFL2","TEIN3","TEIN3","Tephrosia intermedia",NA,NA,NA
"TEANA",NA,"TEANA","Tephrosia angustissima var. angustissima","narrowleaf hoarypea","Shrub, Forb/herb","L48(N)"
"TEANA","CRAN13","CRAN13","Cracca angustissima",NA,NA,NA
"TEANA","TEPU4","TEPU4","Tephrosia purpurea",NA,NA,NA
"TEANC",NA,"TEANC","Tephrosia angustissima var. corallicola","narrowleaf hoarypea","Forb/herb, Shrub","L48(N)"
"TEANC","CRCO25","CRCO25","Cracca corallicola",NA,NA,NA
"TEANC","TECO4","TECO4","Tephrosia corallicola",NA,NA,NA
"TEANC2",NA,"TEANC2","Tephrosia angustissima var. curtissii","Curtiss' hoarypea","Shrub, Forb/herb","L48(N)"
"TEANC2","CRCU3","CRCU3","Cracca curtissii",NA,NA,NA
"TEANC2","TECU2","TECU2","Tephrosia curtissii",NA,NA,NA
"TEANC2","TESE","TESE","Tephrosia seminole",NA,NA,NA
"TECA5",NA,"TECA5","Tephrosia candida","white hoarypea","Shrub","L48(I)PR(I)"
"TECA5","CRCA10","CRCA10","Cracca candida",NA,NA,NA
"TECA5","XICA","XICA","Xiphocarpus candidus",NA,NA,NA
"TECH",NA,"TECH","Tephrosia chrysophylla","scurf hoarypea","Forb/herb","L48(N)"
"TECH","CRCA12","CRCA12","Cracca carpenteri",NA,NA,NA
"TECH","CRCH4","CRCH4","Cracca chapmanii",NA,NA,NA
"TECH","CRCH5","CRCH5","Cracca chrysophylla",NA,NA,NA
"TECH","TECA13","TECA13","Tephrosia carpenteri",NA,NA,NA
"TECI2",NA,"TECI2","Tephrosia cinerea","ashen hoarypea","Subshrub, Forb/herb","L48(I)PR(N)VI(N)"
"TECI2","CRCI5","CRCI5","Cracca cinerea",NA,NA,NA
"TEFL",NA,"TEFL","Tephrosia florida","Florida hoarypea","Forb/herb","L48(N)"
"TEFL","CRAM8","CRAM8","Cracca ambigua",NA,NA,NA
"TEFL","CRGR5","CRGR5","Cracca gracillima",NA,NA,NA
"TEFL","GAFL5","GAFL5","Galega florida",NA,NA,NA
"TEFL","TEAM2","TEAM2","Tephrosia ambigua",NA,NA,NA
"TEHI2",NA,"TEHI2","Tephrosia hispidula","sprawling hoarypea","Forb/herb","L48(N)"
"TEHI2","CRHI5","CRHI5","Cracca hispidula",NA,NA,NA
"TEHI2","TEEL3","TEEL3","Tephrosia elegans",NA,NA,NA
